"Uid","Time(UTC)","Order No","Symbol","Type","Side","Position Side","Price","Average Price","Amount","Executed Amount","Executed Quote Amount","Stop Price","Status","Client Order Id","Time In Force","Activate Price","Price Rate","Working Type","Price Protect","Update Time"
"11207629","2020-09-08 09:52:33","7271264014","BTCUSDT","LIMIT","SELL","BOTH","10100.00000000","10100.00000000","0.38100000","0.38100000","3848.10000000","0E-8","FILLED","web_1btKeoQvX6lUoGHCfa7Z","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 09:52:38"
"11207629","2020-09-08 11:04:44","7273964015","BTCUSDT","MARKET","SELL","BOTH","0E-8","10071.99000000","0.14100000","0.14100000","1420.15059000","0E-8","FILLED","web_Oixa3bXqOpXJTdMWLrPd","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 11:04:44"
"11207629","2020-09-08 11:05:50","7273996187","BTCUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0.52200000","0E-8","0E-8","10108.00000000","CANCELED","web_rjphjp51N6wOcQGlEUzT","GTC","0E-8","0E-8","markPrice","false","2020-09-08 11:12:36"
"11207629","2020-09-08 11:05:55","7273997168","BTCUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0.52200000","0E-8","0E-8","10108.00000000","CANCELED","web_jB5qHj7jsnUyyaa4lsnx","GTC","0E-8","0E-8","markPrice","false","2020-09-08 11:06:01"
"11207629","2020-09-08 11:11:37","7274126794","BTCUSDT","MARKET","SELL","BOTH","0E-8","10032.83714286","0.22400000","0.22400000","2247.35552000","0E-8","FILLED","web_GjmeSFIdtWmGJrWnutJ6","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 11:11:37"
"11207629","2020-09-08 11:12:31","7274156291","BTCUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0.74600000","0E-8","0E-8","10070.00000000","CANCELED","web_GY4n9IL3AaHXOX9WdbjZ","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 12:42:28"
"11207629","2020-09-08 12:42:06","7277321377","BTCUSDT","MARKET","BUY","BOTH","0E-8","9982.92000000","0.74600000","0.74600000","7447.25832000","0E-8","FILLED","web_3hL6nCn3rJUnbnUaAlXd","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 12:42:06"
"11207629","2020-09-08 12:44:04","7277410679","BTCUSDT","LIMIT","SELL","BOTH","10050.00000000",,"0.91600000","0E-8","0E-8","0E-8","CANCELED","web_cUDNM9GioAUdWvfHutPz","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 12:44:12"
"11207629","2020-09-08 12:44:21","7277431227","BTCUSDT","MARKET","SELL","BOTH","0E-8","9967.65358225","0.92400000","0.92400000","9210.11191000","0E-8","FILLED","web_my0W9rXgYoBIoHSq88Rv","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 12:44:21"
"11207629","2020-09-08 12:45:21","7277477525","BTCUSDT","MARKET","BUY","BOTH","0E-8","10029.55922078","0E-8","0.92400000","9267.31272000","10025.00000000","FILLED","web_YgA6BsVr9KEoQtsPFu1H","GTC","0E-8","0E-8","markPrice","false","2020-09-08 12:57:40"
"11207629","2020-09-08 12:59:27","7277913045","BTCUSDT","MARKET","SELL","BOTH","0E-8","10017.76032787","0.36600000","0.36600000","3666.50028000","0E-8","FILLED","web_46MJeQBpoQvr1qwQgn4V","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 12:59:27"
"11207629","2020-09-08 13:00:01","7277929486","BTCUSDT","STOP_MARKET","BUY","BOTH","0E-8",,"0E-8","0E-8","0E-8","10052.00000000","EXPIRED","web_c071CFnaxbg0LoImHjMD","GTE_GTC","0E-8","0E-8","markPrice","false","2020-09-08 13:27:24"
"11207629","2020-09-08 13:27:24","7278773752","BTCUSDT","MARKET","BUY","BOTH","0E-8","9960.28000000","0.36600000","0.36600000","3645.46248000","0E-8","FILLED","web_bI8Y7JEA0OlGzAhbnSZz","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 13:27:24"
"11207629","2020-09-08 13:27:37","7278780704","BTCUSDT","MARKET","SELL","BOTH","0E-8","9959.45540268","0.59600000","0.59600000","5935.83542000","0E-8","FILLED","web_0Gtexyf1UEHngbnb4EI4","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 13:27:37"
"11207629","2020-09-08 13:27:58","7278791165","BTCUSDT","MARKET","BUY","BOTH","0E-8","10010.55250000","0E-8","0.59600000","5966.28929000","9995.00000000","FILLED","web_bqg5TKB0dAaM0lEDgCLz","GTC","0E-8","0E-8","markPrice","false","2020-09-08 13:31:52"
"11207629","2020-09-08 13:37:08","7279321266","BTCUSDT","MARKET","SELL","BOTH","0E-8","9986.49000000","0.15300000","0.15300000","1527.93297000","0E-8","FILLED","web_bgNqBkrQymK04DapjN5J","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 13:37:08"
"11207629","2020-09-08 13:56:52","7280447275","BTCUSDT","MARKET","BUY","BOTH","0E-8","9981.16000000","0.15300000","0.15300000","1527.11748000","0E-8","FILLED","web_k304rFrFYwDwaO1mOucL","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 13:56:52"
"11207629","2020-09-08 13:57:35","7280481513","BTCUSDT","MARKET","BUY","BOTH","0E-8","10040.09000000","0E-8","0.14800000","1485.93332000","10040.00000000","FILLED","web_zXDq6zPCrYioXAolsi6W_2","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 14:08:48"
"11207629","2020-09-08 13:57:35","7280481508","BTCUSDT","MARKET","SELL","BOTH","0E-8","9999.77000000","0.14800000","0.14800000","1479.96596000","0E-8","FILLED","web_wUo4ITZ3pSm1KVdeZWmP_1","GTC","0E-8","0E-8","Contract Price","false","2020-09-08 13:57:35"
